"user_id","start_time","amount","id"
48001,"2018-01-11 19:04:55",100,18477
58672,"2018-06-21 00:36:37",150,19332
68056,"2018-11-17 06:24:30",200,20100
60036,"2018-07-13 19:06:24",200,19441
60565,"2018-07-23 07:10:22",100,19486
48188,"2018-01-12 18:38:56",100,18481
56175,"2018-05-11 15:14:44",100,19105
53119,"2018-03-30 03:54:36",100,18878
70703,"2018-12-19 00:37:07",100,20306
51027,"2018-02-22 05:58:53",50,18690
63012,"2018-09-01 04:39:26",25,19660
71739,"2018-12-28 22:58:51",100,20374
57152,"2018-05-30 08:35:35",200,19223
66179,"2018-10-19 23:59:02",100,19950
63379,"2018-09-08 03:10:33",100,19702
56226,"2018-05-13 22:24:44",50,19123
59529,"2018-07-10 01:28:29",50,19422
52178,"2018-03-17 20:07:46",100,18809
59020,"2018-07-01 07:45:15",200,19382
52933,"2018-03-27 14:17:52",150,18864
62866,"2018-08-30 19:24:44",50,19651
61263,"2018-08-03 19:27:54",100,19538
62757,"2018-08-26 01:57:32",100,19626
60641,"2018-07-19 12:38:16",100,19472
52567,"2018-03-21 09:29:25",100,18828
58520,"2018-06-19 17:31:37",100,19323
56710,"2018-05-24 02:16:29",100,19177
50711,"2018-02-18 11:00:32",150,18671
64973,"2018-10-03 04:33:33",100,19854
51656,"2018-03-09 12:57:39",150,18759
64125,"2018-09-19 01:37:41",100,19757
52129,"2018-03-11 23:31:08",150,18778
66087,"2018-10-17 07:11:32",100,19934
54550,"2018-04-19 17:18:24",150,18982
70953,"2018-12-24 07:35:22",150,20350
48363,"2018-01-16 00:06:57",100,18496
54791,"2018-04-22 07:13:16",150,18996
68248,"2018-11-20 04:11:27",50,20114
70920,"2018-12-23 19:41:31",100,20343
64318,"2018-09-23 07:47:06",100,19791
51909,"2018-03-09 21:50:42",200,18765
58648,"2018-06-20 21:26:31",100,19331
70372,"2018-12-14 14:01:58",150,20284
66781,"2018-10-25 04:52:32",150,19983
55332,"2018-05-01 00:40:30",100,19047
63986,"2018-09-14 09:27:44",50,19733
56077,"2018-05-15 13:21:23",100,19130
52348,"2018-03-14 19:34:02",150,18787
62116,"2018-08-14 12:14:24",100,19589
67969,"2018-11-13 08:21:44",100,20083
50596,"2018-02-18 05:46:51",50,18670
52457,"2018-03-19 16:59:56",100,18818
65992,"2018-10-16 21:56:28",200,19931
63152,"2018-09-03 02:04:23",200,19669
57122,"2018-05-26 03:01:42",50,19189
62200,"2018-08-16 04:17:13",150,19599
54421,"2018-04-20 04:28:30",150,18984
64960,"2018-09-30 14:19:59",200,19836
53228,"2018-03-31 17:41:27",100,18887
52406,"2018-03-16 11:34:05",250,18799
49818,"2018-02-05 21:45:36",100,18598
56535,"2018-05-16 14:16:13",50,19136
59115,"2018-06-26 16:01:06",150,19364
68474,"2018-11-29 19:08:20",25,20166
71838,"2018-12-28 12:55:46",150,20373
66339,"2018-10-23 18:28:37",150,19974
58570,"2018-06-19 14:13:36",50,19320
63362,"2018-09-08 19:02:00",100,19710
48522,"2018-01-20 11:37:56",200,18524
47934,"2018-01-07 21:43:45",150,18459
64478,"2018-09-25 08:45:30",50,19805
67075,"2018-11-01 03:14:23",100,20014
60059,"2018-07-11 07:51:47",150,19430
64209,"2018-09-22 02:59:27",100,19780
51250,"2018-02-26 18:07:22",150,18709
65457,"2018-10-08 14:40:45",100,19880
70711,"2018-12-18 00:20:24",150,20303
49397,"2018-02-01 20:24:47",150,18586
60044,"2018-07-14 01:56:31",50,19444
54758,"2018-04-21 13:12:24",150,18990
62954,"2018-09-05 23:29:54",50,19680
54554,"2018-04-25 07:27:14",50,19013
63303,"2018-09-06 12:14:56",50,19687
51546,"2018-03-04 13:33:47",25,18734
59015,"2018-06-27 21:23:07",200,19368
58918,"2018-06-24 17:38:28",25,19357
50118,"2018-02-10 16:49:59",150,18630
60699,"2018-07-26 17:27:42",25,19505
57154,"2018-05-30 17:32:17",100,19225
53272,"2018-04-01 05:20:42",100,18892
49857,"2018-02-08 15:23:28",100,18614
53830,"2018-04-12 03:28:49",50,18943
62705,"2018-08-27 09:47:46",200,19632
64868,"2018-09-27 18:23:13",50,19818
65575,"2018-10-07 00:39:33",100,19873
65294,"2018-10-04 13:50:37",100,19858
65048,"2018-09-28 17:13:35",250,19826
64919,"2018-10-01 17:17:58",100,19842
50138,"2018-02-10 10:10:39",100,18628
70359,"2018-12-10 04:13:21",100,20256
58752,"2018-06-24 11:15:01",150,19354
59871,"2018-07-07 16:30:31",100,19412
60951,"2018-07-28 16:17:54",50,19515
67004,"2018-11-02 06:11:16",100,20019
58153,"2018-06-13 21:28:39",100,19292
61454,"2018-08-05 05:03:43",100,19545
52023,"2018-03-09 07:47:40",100,18756
67636,"2018-11-13 01:43:50",200,20082
55905,"2018-05-11 05:39:12",100,19103
53244,"2018-03-31 02:44:13",50,18883
59779,"2018-07-12 00:05:14",100,19433
53406,"2018-04-04 18:36:08",50,18912
56636,"2018-05-21 17:26:48",100,19164
65189,"2018-10-06 11:16:34",100,19869
55265,"2018-04-28 14:50:43",150,19035
49607,"2018-02-09 16:10:00",200,18624
57352,"2018-06-03 21:51:09",50,19244
53423,"2018-04-01 14:58:55",100,18893
67589,"2018-11-12 04:40:13",150,20077
59452,"2018-07-02 06:56:53",100,19386
50589,"2018-02-20 14:20:57",200,18679
52304,"2018-03-18 01:02:36",100,18811
59149,"2018-07-01 18:48:26",25,19385
52514,"2018-03-17 02:54:29",100,18802
52301,"2018-03-15 00:34:51",100,18789
55002,"2018-04-26 00:54:16",100,19017
49155,"2018-01-31 11:21:54",150,18580
50856,"2018-02-20 00:40:48",150,18678
64050,"2018-09-19 21:34:55",150,19764
64800,"2018-10-01 19:35:12",50,19843
57203,"2018-05-28 20:03:33",100,19210
71689,"2018-12-29 04:31:51",200,20375
58548,"2018-06-18 19:54:39",150,19314
72186,"2019-01-02 02:56:50",50,20397
56619,"2018-05-21 08:18:40",150,19163
56729,"2018-05-25 20:27:53",150,19187
60113,"2018-07-16 18:48:11",50,19458
68383,"2018-11-23 20:43:47",100,20127
67511,"2018-11-14 04:58:41",25,20089
49092,"2018-01-25 15:08:49",150,18550
54671,"2018-04-18 12:43:41",50,18975
51678,"2018-03-08 06:20:10",150,18750
54695,"2018-04-21 13:46:59",50,18991
71506,"2018-12-23 17:35:19",100,20342
50221,"2018-02-15 11:29:38",250,18654
69396,"2018-12-03 12:05:58",50,20203
50171,"2018-02-13 21:56:44",100,18643
62895,"2018-08-30 10:29:12",25,19648
51874,"2018-03-10 04:18:03",25,18769
63176,"2018-09-02 00:02:44",250,19667
52876,"2018-03-23 18:15:26",100,18840
63757,"2018-09-15 09:08:41",50,19741
63627,"2018-09-08 14:55:03",100,19707
51687,"2018-03-09 00:40:21",100,18754
58256,"2018-06-15 10:32:10",50,19298
61107,"2018-07-28 06:06:02",100,19512
69246,"2018-12-04 02:03:53",100,20208
69296,"2018-11-29 20:13:29",150,20167
52648,"2018-03-21 16:06:00",25,18829
64306,"2018-09-20 11:58:53",50,19767
52928,"2018-03-24 23:43:17",50,18852
56783,"2018-05-22 09:14:12",100,19169
63113,"2018-09-03 02:53:02",150,19670
60283,"2018-07-19 12:27:15",250,19471
48292,"2018-01-14 21:48:55",100,18492
54558,"2018-04-23 08:08:24",150,19004
49307,"2018-01-29 14:41:44",50,18569
71145,"2018-12-24 01:50:05",50,20345
60698,"2018-07-23 18:06:50",100,19489
68207,"2018-11-19 02:25:03",150,20111
69041,"2018-12-02 11:16:40",150,20194
52818,"2018-03-23 08:56:14",50,18836
55827,"2018-05-11 22:14:12",50,19107
66196,"2018-10-21 19:38:14",50,19962
47794,"2018-01-08 01:51:07",50,18460
61191,"2018-07-28 20:31:55",50,19516
70354,"2018-12-12 18:03:45",200,20269
69458,"2018-12-03 04:46:56",200,20199
61559,"2018-08-08 00:07:46",150,19563
54763,"2018-04-26 01:56:14",100,19019
65147,"2018-10-04 16:32:32",150,19859
63008,"2018-09-01 01:28:01",100,19659
47884,"2018-01-06 00:27:10",25,18451
53921,"2018-04-12 11:39:25",50,18944
56897,"2018-05-23 18:20:22",100,19176
53018,"2018-03-24 13:56:47",50,18847
58258,"2018-06-17 03:30:53",50,19307
49386,"2018-02-03 21:56:37",150,18590
59518,"2018-07-03 09:00:46",150,19391
52674,"2018-03-21 22:55:29",150,18830
64002,"2018-09-17 04:33:14",50,19751
56611,"2018-05-20 13:03:47",150,19160
53380,"2018-04-02 16:32:11",100,18902
69234,"2018-12-03 21:06:38",200,20206
48345,"2018-01-16 01:28:34",50,18499
48894,"2018-01-30 01:35:18",25,18572
50186,"2018-02-11 18:00:25",50,18633
50217,"2018-02-10 11:31:46",50,18629
68708,"2018-11-30 23:45:30",100,20179
67040,"2018-10-30 17:03:00",50,20007
52796,"2018-03-24 00:09:05",50,18843
66671,"2018-10-30 05:53:15",200,20004
51177,"2018-02-28 15:10:34",150,18719
63880,"2018-09-19 13:05:34",150,19762
58363,"2018-06-20 05:05:24",25,19328
58024,"2018-06-11 10:20:44",100,19277
50215,"2018-02-17 23:49:58",100,18667
71447,"2018-12-22 05:11:19",100,20327
48298,"2018-01-18 08:18:37",100,18512
65687,"2018-10-14 14:52:20",200,19918
58859,"2018-06-23 12:56:11",100,19346
64206,"2018-09-20 15:12:11",50,19768
61777,"2018-08-12 15:46:34",50,19584
54180,"2018-04-14 03:21:24",150,18949
71100,"2018-12-22 22:10:47",150,20338
49168,"2018-01-30 07:29:21",50,18573
64489,"2018-09-21 16:56:45",100,19776
53293,"2018-04-02 15:38:23",150,18901
55011,"2018-04-29 14:05:25",25,19039
63461,"2018-09-08 18:58:04",25,19709
69193,"2018-12-07 13:16:11",100,20233
53324,"2018-03-31 10:51:25",100,18885
54432,"2018-04-15 02:33:49",100,18955
61313,"2018-08-05 18:29:41",50,19552
64964,"2018-09-28 15:07:49",100,19824
48144,"2018-01-10 23:00:18",50,18471
66300,"2018-10-21 01:22:59",50,19953
51902,"2018-03-15 01:31:15",200,18790
52371,"2018-03-18 07:16:03",150,18814
64627,"2018-09-30 03:11:56",50,19834
54578,"2018-04-20 17:20:30",150,18988
59451,"2018-07-05 16:59:55",150,19401
62400,"2018-08-23 11:08:16",100,19615
51941,"2018-03-09 21:22:31",100,18764
58308,"2018-06-19 06:46:09",150,19319
67885,"2018-11-15 23:59:48",250,20094
56976,"2018-05-26 06:55:04",200,19192
57100,"2018-05-29 01:06:17",150,19213
53314,"2018-04-04 21:28:35",150,18913
60027,"2018-07-15 06:22:24",200,19451
71380,"2018-12-22 08:48:00",250,20330
52280,"2018-03-14 13:06:37",50,18785
61769,"2018-08-08 14:08:43",50,19567
70509,"2018-12-13 21:46:59",50,20275
67406,"2018-11-08 00:50:01",150,20055
61893,"2018-08-16 02:44:12",150,19598
65975,"2018-10-17 03:01:58",50,19933
54621,"2018-04-22 23:51:30",100,18999
64229,"2018-09-19 02:09:15",100,19758
62889,"2018-09-01 13:22:33",100,19663
51751,"2018-03-08 13:23:35",50,18752
62446,"2018-08-21 10:25:26",100,19611
50782,"2018-02-19 11:15:07",100,18674
48854,"2018-01-25 19:37:53",200,18553
59883,"2018-07-07 07:43:09",150,19410
57185,"2018-06-02 00:21:11",100,19232
49255,"2018-01-31 03:20:58",50,18576
53674,"2018-04-05 03:10:56",100,18914
52740,"2018-03-23 03:14:16",150,18835
67440,"2018-11-06 20:11:40",100,20047
70946,"2018-12-17 23:39:10",100,20302
56849,"2018-05-26 14:04:15",50,19196
59742,"2018-07-10 14:10:26",150,19426
48858,"2018-01-25 04:26:55",100,18545
58100,"2018-06-12 03:22:47",150,19279
57762,"2018-06-05 17:43:28",50,19252
54564,"2018-04-23 08:18:21",100,19005
65622,"2018-10-12 21:37:36",50,19913
57793,"2018-06-08 04:56:31",150,19262
58837,"2018-06-23 21:00:35",100,19349
54236,"2018-04-15 23:00:07",250,18961
66615,"2018-10-25 08:24:53",50,19985
55914,"2018-05-09 09:15:04",100,19089
50599,"2018-02-18 20:57:04",100,18672
57589,"2018-06-03 02:11:37",100,19240
63511,"2018-09-08 03:31:43",50,19703
72212,"2019-01-06 07:36:11",50,20419
54333,"2018-04-15 00:48:22",50,18954
57745,"2018-06-12 05:12:36",50,19281
52334,"2018-03-18 03:27:58",100,18813
70859,"2018-12-15 22:35:35",200,20292
52453,"2018-03-20 07:42:02",100,18822
55271,"2018-04-28 17:32:44",250,19037
48779,"2018-01-24 07:41:21",150,18541
55902,"2018-05-08 20:54:19",50,19086
56838,"2018-05-23 08:32:23",50,19174
68795,"2018-11-29 09:17:57",50,20162
50027,"2018-02-12 17:00:23",150,18639
69253,"2018-11-29 13:27:12",100,20165
65532,"2018-10-08 18:41:45",50,19882
49054,"2018-01-31 03:24:42",100,18577
55669,"2018-05-03 20:48:24",150,19063
50906,"2018-02-21 19:29:57",50,18688
65053,"2018-09-29 06:10:57",200,19830
61323,"2018-08-09 12:57:53",25,19572
65221,"2018-10-02 17:42:18",50,19848
65118,"2018-10-02 22:10:53",100,19852
53710,"2018-04-08 05:47:44",150,18928
48925,"2018-01-29 15:17:57",150,18570
48280,"2018-01-13 07:46:26",100,18483
48622,"2018-01-20 18:42:19",150,18527
68518,"2018-11-25 19:40:59",150,20140
71149,"2018-12-20 15:08:50",100,20314
47827,"2018-01-05 05:10:17",50,18449
65296,"2018-10-11 02:40:38",150,19898
63960,"2018-09-15 10:18:36",100,19742
51041,"2018-02-25 16:35:23",100,18703
49297,"2018-01-31 21:51:08",200,18582
54667,"2018-04-22 03:16:21",100,18994
52404,"2018-03-19 21:35:25",150,18819
50161,"2018-02-13 22:53:34",100,18644
65285,"2018-10-05 20:42:07",50,19865
51093,"2018-02-25 22:52:56",150,18705
66163,"2018-10-17 10:49:12",150,19936
48094,"2018-01-16 00:32:46",200,18497
48539,"2018-01-20 14:24:04",150,18526
71352,"2018-12-26 19:37:08",50,20363
55698,"2018-05-09 12:04:33",50,19091
52922,"2018-03-28 21:27:33",100,18868
71071,"2018-12-24 13:10:43",50,20351
53035,"2018-03-31 11:42:37",100,18886
68816,"2018-11-28 09:59:26",50,20153
56367,"2018-05-15 02:20:15",50,19126
53521,"2018-04-01 02:28:39",100,18891
67444,"2018-11-06 04:30:59",50,20041
48770,"2018-01-21 15:40:52",300,18531
63967,"2018-09-14 13:32:53",150,19735
67165,"2018-10-31 10:43:24",50,20012
54480,"2018-04-18 23:19:57",150,18976
61195,"2018-07-29 23:42:20",50,19522
69412,"2018-12-04 15:17:36",100,20211
59419,"2018-07-06 10:17:16",50,19405
64774,"2018-09-26 15:34:13",200,19813
55647,"2018-05-07 19:10:02",100,19082
55529,"2018-05-07 08:14:05",150,19077
67542,"2018-11-09 16:36:47",100,20067
60297,"2018-07-15 19:28:38",50,19454
69348,"2018-12-06 05:16:59",50,20221
65002,"2018-09-28 00:17:40",25,19820
56633,"2018-05-17 23:37:35",100,19145
61122,"2018-07-28 10:26:15",300,19514
55487,"2018-05-02 07:55:05",100,19055
52492,"2018-03-23 02:42:00",150,18834
48551,"2018-01-24 09:51:34",100,18542
63399,"2018-09-07 11:43:54",100,19695
65020,"2018-10-02 19:57:55",25,19851
62154,"2018-08-18 05:43:47",150,19605
64236,"2018-09-23 12:46:06",50,19793
62407,"2018-08-23 11:24:19",50,19616
63410,"2018-09-07 01:23:55",150,19690
56021,"2018-05-11 09:53:30",50,19104
55273,"2018-05-01 01:46:47",100,19048
49710,"2018-02-10 03:27:35",50,18626
61397,"2018-08-05 17:53:13",100,19550
68329,"2018-11-24 03:50:58",200,20130
56327,"2018-05-12 21:14:14",100,19117
68141,"2018-11-20 14:25:08",200,20115
50593,"2018-02-17 17:56:47",50,18664
53401,"2018-04-02 23:12:23",50,18904
63773,"2018-09-12 21:07:33",100,19729
53348,"2018-03-30 02:16:43",100,18876
71617,"2018-12-24 02:21:01",50,20346
61312,"2018-07-31 16:27:31",100,19528
50345,"2018-02-14 01:27:15",150,18645
63375,"2018-09-07 23:03:21",50,19700
68520,"2018-11-23 23:14:19",100,20129
52854,"2018-03-23 11:40:26",50,18838
56093,"2018-05-11 16:13:53",50,19106
59282,"2018-07-03 03:37:35",100,19390
54614,"2018-04-18 23:21:20",50,18977
67351,"2018-11-05 21:29:18",100,20037
58967,"2018-06-25 00:15:51",250,19358
65491,"2018-10-05 18:06:46",50,19863
67109,"2018-11-04 06:56:31",50,20029
71711,"2018-12-29 21:58:22",250,20379
55983,"2018-05-11 03:02:19",100,19100
58749,"2018-06-20 10:05:39",100,19329
57368,"2018-06-05 22:05:02",50,19254
62707,"2018-08-24 23:19:04",50,19621
52157,"2018-03-17 16:28:54",100,18807
51411,"2018-03-04 05:30:12",200,18733
58836,"2018-06-24 05:32:00",100,19352
56646,"2018-05-19 19:05:48",200,19156
48156,"2018-01-13 00:10:34",50,18482
52487,"2018-03-16 23:59:30",100,18801
64721,"2018-09-28 05:39:44",300,19823
68189,"2018-11-16 09:21:02",100,20096
57829,"2018-06-06 10:27:07",150,19256
55975,"2018-05-09 21:01:42",100,19094
57241,"2018-05-29 05:33:53",250,19214
52049,"2018-03-10 22:32:27",100,18772
56664,"2018-05-20 12:55:09",150,19159
61476,"2018-08-09 09:36:29",50,19571
55882,"2018-05-09 19:07:23",150,19092
55495,"2018-05-07 20:41:34",100,19083
57761,"2018-06-05 21:40:54",50,19253
71536,"2018-12-22 11:04:49",50,20333
48048,"2018-01-16 00:45:31",50,18498
62365,"2018-08-19 23:05:26",25,19610
57918,"2018-06-12 08:37:51",100,19284
69608,"2018-12-07 16:35:53",100,20235
70656,"2018-12-18 06:20:42",100,20305
51330,"2018-02-28 22:56:27",25,18721
67191,"2018-11-06 12:20:43",50,20044
57065,"2018-05-26 23:27:16",100,19198
52141,"2018-03-13 06:32:40",100,18781
56167,"2018-05-19 02:12:48",100,19152
50517,"2018-02-17 08:15:01",100,18663
70609,"2018-12-13 11:27:58",50,20272
52971,"2018-03-23 14:20:16",200,18839
65697,"2018-10-10 23:55:37",100,19896
68594,"2018-11-25 01:29:06",150,20133
66864,"2018-10-29 06:20:50",100,19999
58302,"2018-06-18 05:47:08",100,19309
66900,"2018-10-29 09:04:38",100,20001
61489,"2018-08-09 15:32:48",250,19573
60482,"2018-07-19 05:42:48",50,19469
58479,"2018-06-16 17:18:01",150,19304
56158,"2018-05-13 07:17:42",100,19120
54351,"2018-04-19 13:23:48",100,18979
55624,"2018-05-09 10:19:16",100,19090
55177,"2018-04-26 11:41:16",100,19021
71604,"2018-12-27 02:24:48",50,20365
58251,"2018-06-14 13:58:54",150,19296
63575,"2018-09-15 03:26:11",25,19739
64932,"2018-10-03 02:31:54",50,19853
69475,"2018-12-01 07:41:05",100,20183
55398,"2018-05-01 11:36:12",50,19051
69490,"2018-12-06 04:50:30",25,20220
47791,"2018-01-03 16:53:34",100,18445
58650,"2018-06-19 17:02:54",200,19322
71764,"2018-12-28 02:32:55",100,20367
62631,"2018-08-30 21:26:53",50,19653
64508,"2018-09-24 04:25:29",100,19798
58238,"2018-06-13 13:54:24",50,19290
52675,"2018-03-24 17:45:30",200,18850
60355,"2018-07-18 15:31:39",100,19466
65022,"2018-10-02 08:00:50",150,19845
60656,"2018-07-25 23:58:48",150,19500
64376,"2018-09-19 14:11:02",200,19763
56841,"2018-05-21 22:19:19",100,19167
53067,"2018-03-27 09:42:33",200,18862
50666,"2018-02-19 05:09:39",150,18673
48219,"2018-01-12 08:54:02",50,18479
49868,"2018-02-12 12:09:11",100,18638
51704,"2018-03-06 03:43:18",200,18740
57956,"2018-06-10 12:57:41",150,19273
57048,"2018-05-25 15:57:34",150,19185
59720,"2018-07-05 06:01:07",100,19397
48425,"2018-01-17 09:37:02",100,18508
71454,"2018-12-24 05:12:57",100,20348
65988,"2018-10-14 16:55:09",50,19919
61425,"2018-08-07 08:59:57",200,19560
64842,"2018-09-26 08:24:47",100,19811
59107,"2018-06-29 00:27:28",100,19372
58064,"2018-06-12 07:23:56",250,19282
60110,"2018-07-15 00:56:43",200,19450
55093,"2018-04-27 02:51:35",25,19028
67421,"2018-11-08 20:23:41",100,20058
66341,"2018-10-19 20:40:44",150,19949
55009,"2018-04-27 14:40:20",250,19030
63475,"2018-09-10 11:37:58",150,19720
57783,"2018-06-12 09:31:57",100,19285
51695,"2018-03-09 13:23:59",150,18761
68109,"2018-11-18 19:09:41",100,20108
48563,"2018-01-18 21:00:47",100,18516
71192,"2018-12-20 23:29:19",150,20316
64074,"2018-09-16 09:15:15",150,19744
48163,"2018-01-11 19:12:01",50,18478
63165,"2018-09-08 01:27:17",100,19701
67161,"2018-11-01 03:42:45",50,20015
59666,"2018-07-05 13:43:20",25,19399
69183,"2018-11-29 07:22:54",50,20160
59589,"2018-07-06 19:35:22",100,19407
48768,"2018-01-21 22:30:10",100,18533
64469,"2018-09-27 03:45:45",150,19814
61393,"2018-08-04 08:40:53",100,19541
63643,"2018-09-11 12:51:39",150,19726
66054,"2018-10-21 03:25:18",25,19954
59743,"2018-07-05 17:48:46",200,19402
70753,"2018-12-13 19:59:24",50,20274
54948,"2018-04-23 23:24:10",50,19008
49557,"2018-02-05 11:57:35",50,18597
53203,"2018-03-30 02:34:49",150,18877
49948,"2018-02-08 04:35:02",25,18612
48146,"2018-01-11 06:56:25",100,18475
52764,"2018-03-25 11:17:35",100,18857
55110,"2018-05-03 03:22:30",50,19057
49433,"2018-02-04 08:10:07",200,18593
64714,"2018-09-25 15:01:21",100,19807
65383,"2018-10-08 04:44:18",150,19876
66499,"2018-10-21 20:19:58",100,19963
55643,"2018-05-10 02:22:49",150,19096
57045,"2018-05-26 19:06:10",100,19197
69859,"2018-12-10 10:05:27",100,20259
71773,"2018-12-30 10:07:51",100,20385
64496,"2018-09-22 08:41:09",100,19783
48675,"2018-01-22 07:26:36",200,18534
68777,"2018-11-26 10:36:34",50,20144
50810,"2018-02-22 00:41:41",250,18689
48398,"2018-01-18 17:35:07",50,18514
72091,"2019-01-02 06:49:01",200,20399
56006,"2018-05-13 07:34:24",150,19121
70845,"2018-12-15 09:39:55",50,20287
58281,"2018-06-15 06:12:57",250,19297
62942,"2018-08-30 12:53:38",100,19650
61541,"2018-08-05 17:21:09",50,19549
63701,"2018-09-15 17:31:55",50,19743
62844,"2018-08-31 03:01:36",100,19655
60151,"2018-07-17 05:45:18",150,19460
49610,"2018-02-07 16:49:45",100,18607
54502,"2018-04-21 20:15:17",50,18992
57098,"2018-05-29 19:07:38",100,19218
52883,"2018-03-29 07:14:06",50,18872
70185,"2018-12-09 16:21:53",100,20250
57305,"2018-06-02 21:58:28",50,19238
54676,"2018-04-23 04:20:29",250,19001
67043,"2018-11-04 15:50:39",100,20031
59462,"2018-06-30 23:10:48",150,19379
55382,"2018-04-28 08:51:39",100,19034
66235,"2018-10-17 19:03:57",150,19939
48986,"2018-01-28 17:14:47",100,18565
68580,"2018-11-23 20:20:42",100,20126
67661,"2018-11-10 18:15:06",50,20071
